"id","food_id","variation_id","option_name","option_price","restaurant_price","total_stock","stock_type","sell_count","created_at","updated_at"
"214","2541","125","Regular","170.000",NULL,"0","unlimited","0","2025-10-29 18:02:15","2025-10-29 18:02:15"
"215","2541","125","Medium","355.000",NULL,"0","unlimited","0","2025-10-29 18:02:15","2025-10-29 18:02:15"
"216","2541","125","Large","535.000",NULL,"0","unlimited","0","2025-10-29 18:02:15","2025-10-29 18:02:15"
"217","2541","125","Giant","708.000",NULL,"0","unlimited","0","2025-10-29 18:02:15","2025-10-29 18:02:15"
"218","2542","126","Regular","170.000",NULL,"0","unlimited","0","2025-10-29 18:06:11","2025-10-29 18:06:11"
"219","2542","126","Medium","355.000",NULL,"0","unlimited","0","2025-10-29 18:06:11","2025-10-29 18:06:11"
"220","2542","126","Large","535.000",NULL,"0","unlimited","0","2025-10-29 18:06:11","2025-10-29 18:06:11"
"221","2542","126","Giant","708.000",NULL,"0","unlimited","0","2025-10-29 18:06:11","2025-10-29 18:06:11"
"222","2185","8","Large","458.000",NULL,"0","unlimited","0","2025-10-30 14:11:01","2025-10-30 14:11:01"
"227","2556","129","Medium","114.000","100.00","0","unlimited","0","2025-10-30 16:39:02","2025-10-30 16:39:02"
"228","2556","129","Large","240.000","210.00","0","unlimited","0","2025-10-30 16:39:11","2025-10-30 16:39:11"
"231","2558","131","Medium","114.000","100.00","0","unlimited","0","2025-10-31 11:41:26","2025-10-31 14:44:21"
"232","2558","131","Large","255.000","220.00","0","unlimited","0","2025-10-31 11:41:28","2025-10-31 14:44:31"
"233","2560","132","Medium","114.000","100.00","0","unlimited","0","2025-10-31 11:48:31","2025-10-31 14:42:40"
"234","2560","132","Large","265.000","230.00","0","unlimited","0","2025-10-31 11:48:31","2025-10-31 14:42:41"
"235","2561","133","Medium","151.000","130.00","0","unlimited","0","2025-10-31 11:56:57","2025-10-31 14:41:37"
"236","2561","133","Large","276.000","240.00","0","unlimited","0","2025-10-31 11:56:57","2025-10-31 14:41:41"
"237","2563","134","Medium","161.000","140.00","0","unlimited","0","2025-10-31 12:02:09","2025-10-31 14:40:30"
"238","2563","134","Large","286.000","250.00","0","unlimited","0","2025-10-31 12:02:09","2025-10-31 14:40:31"
"239","2564","135","Medium","172.000","150.00","0","unlimited","0","2025-10-31 12:06:16","2025-10-31 14:37:47"
"240","2564","135","Large","311.000","270.00","0","unlimited","0","2025-10-31 12:06:16","2025-10-31 14:37:48"
"241","2565","136","Medium","186.000","160.00","0","unlimited","0","2025-10-31 12:11:18","2025-10-31 14:36:53"
"242","2565","136","Large","311.000","270.00","0","unlimited","0","2025-10-31 12:11:18","2025-10-31 14:36:54"
"243","2566","137","Medium","207.000","180.00","0","unlimited","0","2025-10-31 12:15:45","2025-10-31 14:35:38"
"244","2566","137","Large","332.000","290.00","0","unlimited","0","2025-10-31 12:15:45","2025-10-31 14:35:38"
"245","2567","138","Medium","229.000","200.00","0","unlimited","0","2025-10-31 12:18:36","2025-10-31 14:34:15"
"246","2567","138","Large","343.000","300.00","0","unlimited","0","2025-10-31 12:18:36","2025-10-31 14:34:16"
"247","2568","139","Medium","239.000","210.00","0","unlimited","0","2025-10-31 12:23:37","2025-10-31 14:25:22"
"248","2568","139","Large","369.000","320.00","0","unlimited","0","2025-10-31 12:23:37","2025-10-31 14:25:22"
"249","2569","140","Medium","82.000","70.00","0","unlimited","0","2025-10-31 12:29:05","2025-10-31 14:32:59"
"250","2569","140","Large","103.000","90.00","0","unlimited","0","2025-10-31 12:29:05","2025-10-31 14:32:59"
"251","2570","141","Medium","93.000","80.00","0","unlimited","0","2025-10-31 12:32:12","2025-10-31 14:32:04"
"252","2570","141","Large","103.000","90.00","0","unlimited","0","2025-10-31 12:32:12","2025-10-31 14:32:04"
"253","2571","142","Medium","83.000","89.00","0","unlimited","0","2025-10-31 12:35:32","2025-10-31 12:35:32"
"254","2571","142","Large","104.000","110.00","0","unlimited","0","2025-10-31 12:35:32","2025-10-31 12:35:32"
"255","2572","143","Medium","93.000","80.00","0","unlimited","0","2025-10-31 12:38:24","2025-10-31 14:28:48"
"256","2572","143","Large","114.000","100.00","0","unlimited","0","2025-10-31 12:38:24","2025-10-31 14:28:48"
"257","2573","144","Medium","93.000","80.00","0","unlimited","0","2025-10-31 12:41:10","2025-10-31 14:28:02"
"258","2573","144","Large","114.000","100.00","0","unlimited","0","2025-10-31 12:41:10","2025-10-31 14:28:02"
"259","2574","145","Medium","103.000","90.00","0","unlimited","0","2025-10-31 12:44:06","2025-10-31 14:27:03"
"260","2574","145","Large","140.000","120.00","0","unlimited","0","2025-10-31 12:44:06","2025-10-31 14:27:03"
"261","2575","146","Medium","93.000","80.00","0","unlimited","0","2025-10-31 14:08:41","2025-10-31 14:23:22"
"262","2575","146","Large","114.000","100.00","0","unlimited","0","2025-10-31 14:08:41","2025-10-31 14:23:22"
"263","2576","147","Medium","103.000","90.00","0","unlimited","0","2025-10-31 14:10:58","2025-10-31 14:22:06"
"264","2576","147","Large","140.000","120.00","0","unlimited","0","2025-10-31 14:10:58","2025-10-31 14:22:29"
"265","2577","148","Medium","103.000","90.00","0","unlimited","0","2025-10-31 14:21:20","2025-10-31 14:21:20"
"266","2577","148","Large9-","137.000","120.00","0","unlimited","0","2025-10-31 14:21:20","2025-10-31 14:21:20"
"267","2578","149","8 inch","69.000","60.00","0","unlimited","0","2025-10-31 14:57:54","2025-10-31 14:57:54"
"268","2578","149","10 inch","93.000","80.00","0","unlimited","0","2025-10-31 14:57:54","2025-10-31 14:57:54"
"269","2579","150","8 inch","93.000","80.00","0","unlimited","0","2025-10-31 15:04:49","2025-10-31 15:04:49"
"270","2579","150","10 inch","114.000","100.00","0","unlimited","0","2025-10-31 15:04:49","2025-10-31 15:04:49"
"271","2580","151","8 inch","82.000","70.00","0","unlimited","0","2025-10-31 15:09:29","2025-10-31 15:09:29"
"272","2580","151","10 inch","103.000","90.00","0","unlimited","0","2025-10-31 15:09:29","2025-10-31 15:09:29"
"273","2581","152","8 inch","103.000","90.00","0","unlimited","0","2025-10-31 15:50:23","2025-10-31 15:50:23"
"274","2581","152","10 inch","125.000","110.00","0","unlimited","0","2025-10-31 15:50:23","2025-10-31 15:50:23"
"275","2582","153","8 inch","93.000","80.00","0","unlimited","0","2025-10-31 15:52:58","2025-10-31 15:52:58"
"276","2582","153","10 inch","114.000","100.00","0","unlimited","0","2025-10-31 15:52:58","2025-10-31 15:52:58"
"277","2583","154","8 inch","103.000","90.00","0","unlimited","0","2025-10-31 15:57:56","2025-10-31 15:57:56"
"278","2583","154","10 inch","140.000","120.00","0","unlimited","0","2025-10-31 15:57:56","2025-10-31 15:57:56"
"279","2584","155","Sandwich","68.000","60.00","0","unlimited","0","2025-10-31 16:31:20","2025-10-31 16:31:20"
"280","2584","155","Sandwich Meal","161.000","140.00","0","unlimited","0","2025-10-31 16:31:20","2025-10-31 16:31:20"
"281","2587","156","Sandwich","82.000","70.00","0","unlimited","0","2025-10-31 16:35:10","2025-10-31 16:35:10"
"282","2587","156","Sandwich Meal","172.000","150.00","0","unlimited","0","2025-10-31 16:35:10","2025-10-31 16:35:10"
"283","2589","157","Sandwich","82.000","70.00","0","unlimited","0","2025-10-31 16:38:11","2025-10-31 16:38:11"
"284","2589","157","Sandwich Meal","172.000","150.00","0","unlimited","0","2025-10-31 16:38:11","2025-10-31 16:38:11"
"285","2591","158","Sandwich","82.000","70.00","0","unlimited","0","2025-10-31 16:42:26","2025-10-31 16:42:26"
"286","2591","158","Sandwich Meal","172.000","150.00","0","unlimited","0","2025-10-31 16:42:27","2025-10-31 16:42:27"
"287","2592","159","Sandwich","82.000","70.00","0","unlimited","0","2025-10-31 16:46:35","2025-10-31 16:46:35"
"288","2592","159","Sandwich Meal","172.000","150.00","0","unlimited","0","2025-10-31 16:46:35","2025-10-31 16:46:35"
"289","2593","160","Sandwich","93.000",NULL,"0","unlimited","0","2025-10-31 18:07:10","2025-10-31 18:07:10"
"290","2593","160","Sandwich Meal","186.000",NULL,"0","unlimited","0","2025-10-31 18:07:10","2025-10-31 18:07:10"
"291","2594","161","Sandwich","93.000",NULL,"0","unlimited","0","2025-10-31 18:34:27","2025-10-31 18:34:27"
"292","2594","161","Sandwich Meal","186.000",NULL,"0","unlimited","0","2025-10-31 18:34:27","2025-10-31 18:34:27"
"293","2596","162","Sandwich","82.000",NULL,"0","unlimited","0","2025-10-31 18:43:00","2025-10-31 18:43:00"
"294","2596","162","Sandwich Meal","172.000",NULL,"0","unlimited","0","2025-10-31 18:43:00","2025-10-31 18:43:00"
"295","2602","163","Sandwich","82.000",NULL,"0","unlimited","0","2025-10-31 19:17:07","2025-10-31 19:17:07"
